episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
416, -87.35831700578274, 4, 9.84956674699788, 319, 198278,                                             198278, 0.0, 31545.693359375
417, -47.16212273828569, 4, 10.740286239015404, 367, 198645,                                             198645, 0.0, 37808.71484375
418, -46.987735941009305, 4, 10.63776426500408, 373, 199018,                                             199018, 0.0, 37632.40234375
419, -79.7433531684801, 4, 10.542225845012581, 372, 199390,                                             199390, 0.0, 39759.91796875
420, 108.52979772834806, 4, 10.729661312012468, 375, 199765,                                             199765, 0.0, 30570.15234375
421, 186.8211010945961, 4, 10.489524673001142, 360, 200125,                                             200125, 0.0, 34050.9765625
422, -91.2266704372596, 4, 10.551136766996933, 346, 200471,                                             200471, 0.0, 38612.4296875
423, 808.9375579357147, 4, 10.923826065001776, 371, 200842,                                             200842, 0.0, 34954.86328125
424, -18.164469885639846, 4, 10.435797776008258, 360, 201202,                                             201202, 0.0, 29235.111328125
425, 387.83986392617226, 4, 10.533423337008571, 364, 201566,                                             201566, 0.0, 28967.65625
426, 303.38682960532606, 4, 10.821291128988378, 363, 201929,                                             201929, 0.0, 31827.189453125
427, 3548.8265821933746, 1, 1.1148050220217556, 30, 201959,                                             201959, 0.0, 34829.8671875
428, 3630.2157930135727, 1, 2.9044455389957875, 91, 202050,                                             202050, 0.0, 38637.55859375
429, -43.27008536818903, 4, 10.543246646993794, 327, 202377,                                             202377, 0.0, 36978.18359375
430, 3596.95532810688, 1, 2.104408451006748, 61, 202438,                                             202438, 0.0, 26602.373046875
431, 420.7126351892948, 4, 10.28406567001366, 340, 202778,                                             202778, 0.0, 26192.158203125
432, -203.87516226363368, 4, 10.338539108983241, 365, 203143,                                             203143, 0.0, 29342.01953125
433, 190.24460106994957, 4, 10.537010590021964, 360, 203503,                                             203503, 0.0, 31985.580078125
434, 92.15279849478975, 4, 10.832297357002972, 377, 203880,                                             203880, 0.0, 30672.0234375
435, -51.50125467777252, 4, 9.7436243549746, 333, 204213,                                             204213, 0.0, 32941.265625
436, 3528.413056373596, 1, 1.3029423900006805, 30, 204243,                                             204243, 0.0, 22888.03515625
437, 25.468258501030505, 4, 9.926341601007152, 321, 204564,                                             204564, 0.0, 27805.673828125
438, 3776.780982375145, 1, 4.570607180008665, 150, 204714,                                             204714, 0.0, 33075.66015625
439, 3735.4355630278587, 1, 4.714641703001689, 154, 204868,                                             204868, 0.0, 25700.765625
440, 3606.3203161358833, 1, 2.325550077977823, 80, 204948,                                             204948, 0.0, 18128.115234375
441, -2633.2074284297414, 3, 8.774383751006098, 305, 205253,                                             205253, 0.0, 27488.564453125
442, -10.256626998540014, 4, 10.035942497983342, 340, 205593,                                             205593, 0.0, 28793.796875
443, 3547.0793018341064, 1, 1.1150447789987084, 30, 205623,                                             205623, 0.0, 24680.076171875
444, -94.58190296136308, 4, 10.130818348989123, 332, 205955,                                             205955, 0.0, 25244.17578125
445, 3711.841956436634, 1, 4.326403538987506, 133, 206088,                                             206088, 0.0, 28610.154296875
446, 130.102969577536, 4, 10.22225963298115, 314, 206402,                                             206402, 0.0, 32254.42578125
447, 155.55732209718553, 4, 10.338412966986652, 368, 206770,                                             206770, 0.0, 25038.375
448, -96.74499292951077, 4, 10.722118772013346, 370, 207140,                                             207140, 0.0, 29794.029296875
449, -155.45812637575727, 4, 10.025979674013797, 340, 207480,                                             207480, 0.0, 33137.71875
450, -41.680988545762375, 4, 9.742339602002176, 325, 207805,                                             207805, 0.0, 28470.5546875
451, 504.1802477836609, 4, 10.770933880994562, 360, 208165,                                             208165, 0.0, 28237.6328125
452, 365.8047201037407, 4, 9.840393351012608, 310, 208475,                                             208475, 0.0, 24719.30078125
453, 106.27715544779494, 4, 10.72641258200747, 366, 208841,                                             208841, 0.0, 30478.3515625
454, 55.37030791724101, 4, 9.740452825004468, 328, 209169,                                             209169, 0.0, 25918.189453125
455, -101.09113182034343, 4, 10.822760956012644, 370, 209539,                                             209539, 0.0, 26222.849609375
456, -182.75714848202188, 4, 9.745571159990504, 334, 209873,                                             209873, 0.0, 24026.150390625
457, -188.6533932464663, 4, 10.82890947899432, 356, 210229,                                             210229, 0.0, 26462.52734375
458, 3592.1079384684563, 1, 1.7205728309927508, 55, 210284,                                             210284, 0.0, 26693.89453125
459, 209.12768640182912, 4, 10.72892099598539, 345, 210629,                                             210629, 0.0, 24586.4921875
460, -77.628692522645, 4, 9.738803692016518, 326, 210955,                                             210955, 0.0, 27734.853515625
461, -27.655954674468376, 4, 10.644612530013546, 367, 211322,                                             211322, 0.0, 22795.578125
462, 245.72433379571885, 4, 10.544282721995842, 354, 211676,                                             211676, 0.0, 19337.849609375
463, 283.3055912377313, 4, 10.53995995601872, 375, 212051,                                             212051, 0.0, 24518.423828125
464, 10.224670653406065, 4, 11.056195935001597, 397, 212448,                                             212448, 0.0, 27423.71484375
465, 151.32108446213533, 4, 9.737727643019753, 346, 212794,                                             212794, 0.0, 25626.08984375
466, 433.2947787642479, 4, 10.83115263201762, 370, 213164,                                             213164, 0.0, 28094.943359375
467, -26.577382193587255, 4, 9.930313185002888, 322, 213486,                                             213486, 0.0, 26006.1875
468, 194.23600271635223, 4, 10.339302927983226, 345, 213831,                                             213831, 0.0, 24081.14453125
469, -133.1784939301433, 4, 10.639685036992887, 366, 214197,                                             214197, 0.0, 26531.587890625
470, 346.3572251237929, 4, 10.72713374500745, 374, 214571,                                             214571, 0.0, 25175.26953125
471, 168.73186798766255, 4, 9.780268327012891, 308, 214879,                                             214879, 0.0, 21876.54296875
472, 3703.3532808944583, 1, 5.6361203150008805, 187, 215066,                                             215066, 0.0, 23418.94140625
473, 188.31686606048606, 4, 9.929930758982664, 330, 215396,                                             215396, 0.0, 27684.6328125
474, -106.63652051566169, 4, 9.737279414985096, 323, 215719,                                             215719, 0.0, 24235.013671875
475, 466.9802086055279, 4, 10.64527261100011, 356, 216075,                                             216075, 0.0, 19632.4375
476, 150.94070706737693, 4, 10.732938737026416, 367, 216442,                                             216442, 0.0, 25355.943359375
477, 3539.736902832985, 1, 1.1152741629921366, 30, 216472,                                             216472, 0.0, 20460.19921875
478, 224.54142403649166, 4, 9.92433671100298, 320, 216792,                                             216792, 0.0, 27292.37109375
479, 67.78577599409618, 4, 10.051952438021544, 326, 217118,                                             217118, 0.0, 30741.92578125
480, -54.45428659662139, 4, 10.727555705991108, 359, 217477,                                             217477, 0.0, 25901.8125
481, -107.21676691020912, 4, 10.084760798985371, 328, 217805,                                             217805, 0.0, 23371.548828125
482, -6.0604365835897624, 4, 9.931471452000551, 338, 218143,                                             218143, 0.0, 22549.84375
483, -242.75304263504222, 4, 9.927037765010027, 316, 218459,                                             218459, 0.0, 18700.443359375
484, 371.4040502868593, 4, 10.028778832987882, 318, 218777,                                             218777, 0.0, 26827.474609375
485, 139.7256024730159, 4, 9.73832428199239, 326, 219103,                                             219103, 0.0, 27103.359375
486, 552.4555869698524, 4, 10.542178069998045, 362, 219465,                                             219465, 0.0, 21033.693359375
487, 571.25480645895, 4, 10.829886549996445, 385, 219850,                                             219850, 0.0, 21244.099609375
488, 429.8829364478588, 4, 10.334734108007979, 366, 220216,                                             220216, 0.0, 23596.9375
489, 36.33242720493581, 4, 10.844013273017481, 368, 220584,                                             220584, 0.0, 22873.69921875
490, -0.38169168203603476, 4, 10.568858458020259, 336, 220920,                                             220920, 0.0, 22062.609375
491, -58.1264460624443, 4, 10.544758652016753, 362, 221282,                                             221282, 0.0, 29305.7578125
492, 147.861900572374, 4, 11.034504065988585, 383, 221665,                                             221665, 0.0, 27514.48046875
493, 161.566161651921, 4, 10.335245191003196, 376, 222041,                                             222041, 0.0, 27519.255859375
494, -139.4769136225368, 4, 10.728413837990956, 373, 222414,                                             222414, 0.0, 25339.314453125
495, 0.1677217829565052, 4, 10.644547735981178, 374, 222788,                                             222788, 0.0, 24824.513671875
496, -65.03679979057051, 4, 10.73105465999106, 346, 223134,                                             223134, 0.0, 19902.07421875
497, 3563.1612458229065, 1, 1.3056456620106474, 30, 223164,                                             223164, 0.0, 24467.853515625
498, -217.83447158540366, 4, 10.046211831999244, 343, 223507,                                             223507, 0.0, 24638.318359375
499, 463.2173560857773, 4, 10.727779815992108, 358, 223865,                                             223865, 0.0, 22756.625
500, -41.574467480531894, 4, 9.738805829983903, 326, 224191,                                             224191, 0.0, 28316.25390625
501, 3540.592034637928, 1, 1.354353506991174, 30, 224221,                                             224221, 0.0, 14794.3271484375
502, 3643.4264043569565, 1, 2.8130127750046086, 88, 224309,                                             224309, 0.0, 16930.3046875
503, 103.53037507139379, 4, 10.543524664011784, 361, 224670,                                             224670, 0.0, 23588.02734375
504, -86.32220706203952, 4, 10.72464741699514, 332, 225002,                                             225002, 0.0, 22340.228515625
505, -353.56451722979546, 4, 10.035533912014216, 330, 225332,                                             225332, 0.0, 21461.388671875
506, -127.3323403809045, 4, 9.930484921002062, 328, 225660,                                             225660, 0.0, 23597.048828125
507, -114.10159918817226, 4, 9.739397565979743, 330, 225990,                                             225990, 0.0, 23030.8671875
508, 139.18594963499345, 4, 10.832843626994872, 371, 226361,                                             226361, 0.0, 20829.650390625
509, -93.11976671923185, 4, 9.74137127600261, 340, 226701,                                             226701, 0.0, 20492.57421875
510, 480.1017196774483, 4, 10.540041022992227, 344, 227045,                                             227045, 0.0, 22581.17578125
511, 144.7605238679098, 4, 10.839809260010952, 387, 227432,                                             227432, 0.0, 20094.39453125
512, 3563.401456952095, 1, 1.504227247001836, 42, 227474,                                             227474, 0.0, 18688.998046875
513, 47.4465514102485, 4, 10.532821709988639, 375, 227849,                                             227849, 0.0, 22113.060546875
514, 3545.1792336702347, 1, 0.922507292998489, 30, 227879,                                             227879, 0.0, 23195.84375
515, 5.76496655959636, 4, 10.628932680003345, 360, 228239,                                             228239, 0.0, 27105.5390625
516, 546.8084155917168, 4, 10.541204779001419, 360, 228599,                                             228599, 0.0, 26393.19140625
517, 3530.3665306568146, 1, 1.106058806006331, 30, 228629,                                             228629, 0.0, 49795.2734375
518, 276.57125763595104, 4, 10.126573921006639, 322, 228951,                                             228951, 0.0, 17737.033203125
519, -44.273700018180534, 4, 10.43694165800116, 366, 229317,                                             229317, 0.0, 20849.28515625
520, 541.2922865152359, 4, 10.540711837995332, 376, 229693,                                             229693, 0.0, 23050.84765625
521, 499.36552807688713, 4, 11.074229122983525, 375, 230068,                                             230068, 0.0, 27704.5859375
522, -28.165487649202987, 4, 10.340894716995535, 362, 230430,                                             230430, 0.0, 22397.21484375
523, 237.87930087976565, 4, 10.730706716974964, 373, 230803,                                             230803, 0.0, 21846.46875
524, 3794.845857143402, 1, 7.427760266989935, 240, 231043,                                             231043, 0.0, 19365.302734375
525, -43.360811563325115, 4, 9.941078940988518, 346, 231389,                                             231389, 0.0, 31523.271484375
526, 544.6166417598724, 4, 10.540369308000663, 365, 231754,                                             231754, 0.0, 28051.603515625
527, 237.73027791256754, 4, 10.64523338098661, 360, 232114,                                             232114, 0.0, 23422.98046875
528, -284.7514274660498, 4, 10.744465007999679, 361, 232475,                                             232475, 0.0, 25497.88671875
529, 311.34847877919674, 4, 10.832100495987106, 365, 232840,                                             232840, 0.0, 26016.74609375
530, 3711.442387342453, 1, 3.928834331978578, 132, 232972,                                             232972, 0.0, 38992.39453125
531, 3605.4070534706116, 1, 2.7466207779943943, 74, 233046,                                             233046, 0.0, 16393.369140625
532, -216.0744378566742, 4, 9.945471498998813, 327, 233373,                                             233373, 0.0, 21498.8046875
533, -402.32642990350723, 4, 11.02687364097801, 375, 233748,                                             233748, 0.0, 28617.896484375
534, 3904.6420060396194, 1, 8.722675063996576, 297, 234045,                                             234045, 0.0, 20001.791015625
535, 3793.081325531006, 1, 4.92827975700493, 159, 234204,                                             234204, 0.0, 20954.93359375
536, -1736.4266530945897, 4, 10.325792228017235, 347, 234551,                                             234551, 0.0, 29666.521484375
537, -101.2763254167512, 4, 9.869777924992377, 344, 234895,                                             234895, 0.0, 24449.923828125
538, 414.3760448694229, 4, 10.733847208990483, 381, 235276,                                             235276, 0.0, 23436.89453125
539, 153.22292493307032, 4, 9.74266447100672, 338, 235614,                                             235614, 0.0, 23682.158203125
540, -71.8998177871108, 4, 10.541136504005408, 364, 235978,                                             235978, 0.0, 20777.728515625
541, 237.04618985252455, 4, 10.753702665999299, 359, 236337,                                             236337, 0.0, 22772.30859375
542, 3559.013716697693, 1, 1.1188236400194, 30, 236367,                                             236367, 0.0, 22868.28515625
543, 313.5965408445336, 4, 10.43544444598956, 363, 236730,                                             236730, 0.0, 25217.24609375
544, -225.002577542793, 4, 10.35143769098795, 368, 237098,                                             237098, 0.0, 23796.78515625
545, 3777.9880645871162, 1, 6.1168734499951825, 196, 237294,                                             237294, 0.0, 20232.2890625
546, 200.87650864059106, 4, 10.431656817003386, 346, 237640,                                             237640, 0.0, 24509.74609375
547, -4.298003120464273, 4, 10.339798858010909, 359, 237999,                                             237999, 0.0, 28191.109375
548, 112.23656407807721, 4, 10.542839759000344, 365, 238364,                                             238364, 0.0, 21889.384765625
549, 24.172858036181424, 4, 10.82904378999956, 374, 238738,                                             238738, 0.0, 19383.1328125
550, -296.8670035600662, 4, 9.740901720972033, 332, 239070,                                             239070, 0.0, 22997.0
551, 3541.1349861621857, 1, 1.337834240985103, 30, 239100,                                             239100, 0.0, 14340.203125
552, -4.78880834642041, 4, 9.849236170994118, 320, 239420,                                             239420, 0.0, 30762.962890625
553, 298.5966185927391, 4, 10.724580558016896, 373, 239793,                                             239793, 0.0, 23715.71484375
554, 119.69596921652555, 4, 9.928080658981344, 328, 240121,                                             240121, 0.0, 26242.197265625
555, 381.04414039850235, 4, 9.83965957100736, 340, 240461,                                             240461, 0.0, 18814.97265625
556, 40.92171897244407, 4, 10.725850984017598, 366, 240827,                                             240827, 0.0, 21583.4921875
557, -73.9515588148497, 4, 9.745392803975847, 327, 241154,                                             241154, 0.0, 24073.22265625
558, 359.37489188462496, 4, 10.829495935991872, 351, 241505,                                             241505, 0.0, 22930.01953125
559, 3889.669226527214, 1, 8.537048586993478, 286, 241791,                                             241791, 0.0, 23484.07421875
560, 93.86550576263107, 4, 9.922833382996032, 331, 242122,                                             242122, 0.0, 20948.455078125
561, 344.1007606089115, 4, 9.866373347002082, 347, 242469,                                             242469, 0.0, 19279.458984375
562, 399.21562641859055, 4, 10.334525954996934, 374, 242843,                                             242843, 0.0, 22203.17578125
563, -65.2692974229576, 4, 10.740877089992864, 359, 243202,                                             243202, 0.0, 23621.587890625
564, -82.49464261555113, 4, 10.833839061990147, 359, 243561,                                             243561, 0.0, 15916.5
565, 179.0811107585905, 4, 10.536667481996119, 351, 243912,                                             243912, 0.0, 25318.4921875
566, 529.4969489872456, 4, 10.82803697802592, 371, 244283,                                             244283, 0.0, 19707.802734375
567, 470.60573464632034, 4, 10.52891925300355, 366, 244649,                                             244649, 0.0, 27838.470703125
568, 188.12663041427732, 4, 9.741989891976118, 323, 244972,                                             244972, 0.0, 22149.427734375
569, 173.09563205664745, 4, 10.837932109017856, 368, 245340,                                             245340, 0.0, 21451.08203125
570, -39.77381960340426, 4, 9.735073023010045, 317, 245657,                                             245657, 0.0, 23951.65625
571, 149.22977093566442, 4, 10.730538764997618, 352, 246009,                                             246009, 0.0, 20055.8984375
572, -57.84961489820853, 4, 10.442156473989598, 359, 246368,                                             246368, 0.0, 22484.98046875
573, 138.94767349399626, 4, 10.543015036993893, 357, 246725,                                             246725, 0.0, 26511.869140625
574, 365.2738741785288, 4, 11.032464913005242, 378, 247103,                                             247103, 0.0, 20330.314453125
575, -242.70262518525124, 4, 9.73729680699762, 333, 247436,                                             247436, 0.0, 21173.748046875
576, 280.7009351551533, 4, 10.540081429004204, 337, 247773,                                             247773, 0.0, 21141.611328125
577, 22.439608478103764, 4, 11.02543349599, 370, 248143,                                             248143, 0.0, 19149.44921875
578, 3467.8376128152013, 1, 1.11508904301445, 30, 248173,                                             248173, 0.0, 28366.091796875
579, 373.75091671943665, 4, 9.927810180990491, 336, 248509,                                             248509, 0.0, 22396.359375
580, 306.0006233751774, 4, 10.338920812006108, 354, 248863,                                             248863, 0.0, 21586.263671875
581, 383.4300870001316, 4, 10.859519756020745, 376, 249239,                                             249239, 0.0, 19342.28125
582, 89.47731523122638, 4, 9.739976348006167, 329, 249568,                                             249568, 0.0, 19191.6328125
583, 25.115059256095265, 4, 10.835795207996853, 357, 249925,                                             249925, 0.0, 20532.326171875
584, 110.65629334608093, 4, 9.92787581999437, 336, 250261,                                             250261, 0.0, 23808.048828125
585, 243.61096565361368, 4, 9.740969283011509, 339, 250600,                                             250600, 0.0, 16668.373046875
586, 560.6079921126366, 4, 10.640218153974274, 381, 250981,                                             250981, 0.0, 22650.869140625
587, 295.38852240145206, 4, 10.92832560397801, 366, 251347,                                             251347, 0.0, 23626.58984375
588, 404.3075313568115, 4, 10.33720091500436, 347, 251694,                                             251694, 0.0, 22862.21875
589, 102.61868540756404, 4, 11.035849259991664, 356, 252050,                                             252050, 0.0, 22263.55859375
590, 17.598118750436697, 4, 10.333206510025775, 353, 252403,                                             252403, 0.0, 20196.923828125
591, 137.5849166060798, 4, 10.853045872994699, 372, 252775,                                             252775, 0.0, 19658.287109375
592, -110.54132361197844, 4, 10.540869991004001, 370, 253145,                                             253145, 0.0, 19842.560546875
593, 509.84527891874313, 4, 10.72897394100437, 362, 253507,                                             253507, 0.0, 22465.955078125
594, 373.1851394250989, 4, 9.850515733996872, 334, 253841,                                             253841, 0.0, 20730.908203125
595, 250.13282328261994, 4, 10.741328650998184, 336, 254177,                                             254177, 0.0, 19139.96875
596, 3495.3639795100316, 1, 1.1118477169948164, 30, 254207,                                             254207, 0.0, 24508.15234375
597, 24.2289219909253, 4, 10.12322873499943, 333, 254540,                                             254540, 0.0, 26816.453125
598, 93.67728415550664, 4, 10.644676976982737, 342, 254882,                                             254882, 0.0, 18309.7421875
599, 3620.9247514009476, 1, 2.3177866539917886, 71, 254953,                                             254953, 0.0, 24315.474609375
600, -94.01059685880318, 4, 10.937342504999833, 364, 255317,                                             255317, 0.0, 17102.259765625
601, 3676.4723870158195, 1, 4.375985232007224, 139, 255456,                                             255456, 0.0, 24850.962890625
602, -96.56769273756072, 4, 10.121872109011747, 342, 255798,                                             255798, 0.0, 18359.212890625
603, 294.7212365324376, 4, 10.540668571018614, 330, 256128,                                             256128, 0.0, 20719.51171875
604, 91.2103915293992, 4, 10.66681724198861, 363, 256491,                                             256491, 0.0, 18334.96875
605, 417.42921137809753, 4, 10.730223367980216, 374, 256865,                                             256865, 0.0, 17207.576171875
606, 163.37115633115172, 4, 9.7422926069994, 336, 257201,                                             257201, 0.0, 15701.419921875
607, 373.0286667048931, 4, 10.83409026300069, 370, 257571,                                             257571, 0.0, 16287.919921875
608, 456.3516720533371, 4, 9.737284610979259, 332, 257903,                                             257903, 0.0, 17405.544921875
609, 3545.8530131578445, 1, 1.1043496259953827, 30, 257933,                                             257933, 0.0, 14513.5576171875
610, 30.141212872229517, 4, 10.047092254011659, 344, 258277,                                             258277, 0.0, 15485.1630859375
611, 663.8293622732162, 4, 10.730879753013141, 359, 258636,                                             258636, 0.0, 15675.09375
612, 360.7991642728448, 4, 9.740347017010208, 326, 258962,                                             258962, 0.0, 12979.0615234375
613, -16.157977735623717, 4, 10.844670466001844, 370, 259332,                                             259332, 0.0, 16740.244140625
614, 3571.6357192993164, 1, 1.5046855779946782, 36, 259368,                                             259368, 0.0, 9528.5361328125
615, -149.46206935076043, 4, 9.743620006018318, 344, 259712,                                             259712, 0.0, 21245.4296875
616, -132.68782703951, 4, 10.729991820990108, 351, 260063,                                             260063, 0.0, 22291.830078125
617, 3546.201288461685, 1, 1.1172111260239035, 30, 260093,                                             260093, 0.0, 18949.2421875
618, -118.93529872084036, 4, 10.429080855014035, 355, 260448,                                             260448, 0.0, 17381.05859375
619, -71.58364030113444, 4, 9.744605940999463, 337, 260785,                                             260785, 0.0, 16437.373046875
620, 744.4341616630554, 4, 10.647596619004617, 362, 261147,                                             261147, 0.0, 17124.263671875
621, 447.6370510458946, 4, 10.747081838984741, 360, 261507,                                             261507, 0.0, 15676.484375
622, 3534.490753054619, 1, 1.1145284500089474, 30, 261537,                                             261537, 0.0, 28065.6953125
623, 3645.866849064827, 1, 2.905303459992865, 93, 261630,                                             261630, 0.0, 22212.85546875
624, 302.5682849176228, 4, 10.447147366008721, 354, 261984,                                             261984, 0.0, 17881.521484375
625, 3774.172038435936, 1, 5.728767541993875, 165, 262149,                                             262149, 0.0, 20577.529296875
626, 3827.0708827376366, 1, 5.528481908986578, 188, 262337,                                             262337, 0.0, 18068.486328125
627, 3779.7211864590645, 1, 7.72029819097952, 249, 262586,                                             262586, 0.0, 17728.005859375
628, 3741.953732252121, 1, 4.5258024990034755, 144, 262730,                                             262730, 0.0, 19296.822265625
629, -174.21711257494462, 4, 10.631607930990867, 361, 263091,                                             263091, 0.0, 25608.236328125
630, 424.0722620487213, 4, 10.337946952990023, 345, 263436,                                             263436, 0.0, 19483.8828125
631, 3883.6635258197784, 1, 6.529082878987538, 214, 263650,                                             263650, 0.0, 16979.98828125
632, -4572.229123953308, 2, 10.20847497601062, 346, 263996,                                             263996, 0.0, 20226.748046875
633, -190.76478790771216, 4, 9.745384091016604, 309, 264305,                                             264305, 0.0, 21790.4375
634, 159.05135818663985, 4, 10.72082651098026, 357, 264662,                                             264662, 0.0, 23168.115234375
635, 80.31244528386742, 4, 9.850418211019132, 351, 265013,                                             265013, 0.0, 20298.25
636, 3606.950138568878, 1, 2.1059039880055934, 61, 265074,                                             265074, 0.0, 19381.076171875
637, 3804.9502407312393, 1, 7.933784038992599, 273, 265347,                                             265347, 0.0, 18848.984375
638, 586.0050224661827, 4, 11.033394177997252, 375, 265722,                                             265722, 0.0, 18234.609375
639, 100.82133688498288, 4, 10.341024219000246, 342, 266064,                                             266064, 0.0, 21025.212890625
640, 3621.1681966781616, 1, 4.109734730998753, 118, 266182,                                             266182, 0.0, 20587.01953125
641, 3664.089778840542, 1, 3.1400870910147205, 101, 266283,                                             266283, 0.0, 21190.181640625
642, 111.87338325590827, 4, 10.836351814010413, 357, 266640,                                             266640, 0.0, 20731.509765625
643, 138.37769216718152, 4, 10.340397327003302, 360, 267000,                                             267000, 0.0, 25332.36328125
644, 3806.0918103456497, 1, 7.32526107999729, 240, 267240,                                             267240, 0.0, 20201.392578125
645, -37.656195745570585, 4, 10.036156641988782, 338, 267578,                                             267578, 0.0, 24288.921875
646, -133.57679978432134, 4, 10.342023664008593, 353, 267931,                                             267931, 0.0, 22849.4609375
647, 416.51616179943085, 4, 10.727586413995596, 348, 268279,                                             268279, 0.0, 18855.931640625
648, -153.12468979507685, 4, 9.840082514012465, 330, 268609,                                             268609, 0.0, 20976.486328125
649, -157.3987328801304, 4, 10.727968906983733, 347, 268956,                                             268956, 0.0, 22583.0625
650, 3644.5725153684616, 1, 2.321441831008997, 74, 269030,                                             269030, 0.0, 18098.48046875
651, 265.59871606726665, 4, 10.243564720003633, 328, 269358,                                             269358, 0.0, 21772.197265625
652, 3953.6610407829285, 1, 7.5250482780102175, 249, 269607,                                             269607, 0.0, 20951.52734375
653, 3765.0103582143784, 1, 5.717774801014457, 186, 269793,                                             269793, 0.0, 22147.48046875
654, 75.59931749245152, 4, 10.146827740012668, 342, 270135,                                             270135, 0.0, 19428.11328125
655, 3586.50431227684, 1, 1.7016057569999248, 37, 270172,                                             270172, 0.0, 20052.23046875
656, 58.30915096914396, 4, 9.83238778699888, 322, 270494,                                             270494, 0.0, 20167.685546875
657, 3598.963552713394, 1, 2.510725817992352, 71, 270565,                                             270565, 0.0, 15428.0244140625
658, -29.778339912125375, 4, 9.736042120988714, 320, 270885,                                             270885, 0.0, 21801.9921875
659, 96.47283044096548, 4, 10.846383835974848, 349, 271234,                                             271234, 0.0, 22005.7734375
660, 192.89637698046863, 4, 10.53133388599963, 343, 271577,                                             271577, 0.0, 20317.548828125
661, 3570.9051425457, 1, 1.3336597820161842, 37, 271614,                                             271614, 0.0, 30988.658203125
662, 177.36553964973427, 4, 10.125969187996816, 339, 271953,                                             271953, 0.0, 20468.5703125
663, 3561.454492211342, 1, 1.3171845869801473, 30, 271983,                                             271983, 0.0, 14917.7353515625
664, 3759.392404317856, 1, 5.819984640023904, 198, 272181,                                             272181, 0.0, 17191.017578125
665, 231.37202057801187, 4, 9.92692301099305, 338, 272519,                                             272519, 0.0, 18553.716796875
666, 230.44249247666448, 4, 9.739575471990975, 333, 272852,                                             272852, 0.0, 17950.19140625
667, 38.114722430706024, 4, 10.651373547996627, 360, 273212,                                             273212, 0.0, 23682.80859375
668, 3757.702995866537, 1, 5.7130984909890685, 192, 273404,                                             273404, 0.0, 19933.251953125
669, 3554.162262201309, 1, 1.3192507560015656, 36, 273440,                                             273440, 0.0, 14931.7607421875
670, 24.862412893678993, 4, 9.924929827015148, 333, 273773,                                             273773, 0.0, 21557.109375
671, 541.266559958458, 4, 10.467306062986609, 345, 274118,                                             274118, 0.0, 21203.359375
672, 3692.6524415016174, 1, 3.707868151977891, 107, 274225,                                             274225, 0.0, 15145.357421875
673, -73.46931455034064, 4, 10.530619664990809, 363, 274588,                                             274588, 0.0, 20029.091796875
674, 341.6691201329231, 4, 9.851365934999194, 331, 274919,                                             274919, 0.0, 17687.224609375
675, -176.47391896881163, 4, 10.732508471992332, 364, 275283,                                             275283, 0.0, 20745.048828125
676, -174.9558379757218, 4, 9.746749384998111, 312, 275595,                                             275595, 0.0, 19218.994140625
677, 41.35946562886238, 4, 10.837250982003752, 366, 275961,                                             275961, 0.0, 17945.689453125
678, -139.12292858446017, 4, 10.336017338006059, 323, 276284,                                             276284, 0.0, 19709.71484375
679, 734.0199785232544, 4, 10.734999851993052, 356, 276640,                                             276640, 0.0, 20027.58984375
680, 293.3675608932972, 4, 9.849919672007672, 326, 276966,                                             276966, 0.0, 17801.521484375
681, 157.50447175232694, 4, 10.540794041007757, 344, 277310,                                             277310, 0.0, 18599.94140625
682, 495.99738097190857, 4, 10.954236095014494, 368, 277678,                                             277678, 0.0, 16233.9921875
683, 3632.140639901161, 1, 2.7217139359854627, 89, 277767,                                             277767, 0.0, 25377.681640625
684, 253.8095464296639, 4, 10.734374988998752, 342, 278109,                                             278109, 0.0, 17019.662109375
685, 180.24857775634155, 4, 10.336153522017412, 328, 278437,                                             278437, 0.0, 20391.4140625
686, 3982.542998433113, 1, 10.241449046006892, 349, 278786,                                             278786, 0.0, 18909.03125
687, -3250.5384081923403, 3, 9.139740615995834, 307, 279093,                                             279093, 0.0, 19621.744140625
688, 386.38673758506775, 4, 11.041995906998636, 366, 279459,                                             279459, 0.0, 14377.763671875
689, 197.20872795581818, 4, 9.928713761997642, 331, 279790,                                             279790, 0.0, 16764.1640625
690, 0.8917113669449463, 4, 9.92738156899577, 331, 280121,                                             280121, 0.0, 18963.49609375
691, 137.35571684734896, 4, 10.443722886004252, 360, 280481,                                             280481, 0.0, 16261.48046875
692, 3543.0473672151566, 1, 1.116789080988383, 30, 280511,                                             280511, 0.0, 20842.8984375
693, -62.957969023118494, 4, 10.32996829500189, 328, 280839,                                             280839, 0.0, 16035.603515625
694, 459.5476980805397, 4, 10.338653571001487, 353, 281192,                                             281192, 0.0, 20056.953125
695, 3868.205446958542, 1, 8.230852451990359, 276, 281468,                                             281468, 0.0, 15627.9189453125
696, 128.44666236056946, 4, 9.945872537995456, 336, 281804,                                             281804, 0.0, 19223.0703125
697, 3693.5352554619312, 1, 4.927065008989302, 159, 281963,                                             281963, 0.0, 21446.71484375
698, -60.92702390253544, 4, 10.639459550991887, 343, 282306,                                             282306, 0.0, 23208.625
699, -258.2732049068436, 4, 9.741688236012124, 329, 282635,                                             282635, 0.0, 16954.861328125
